Event ID,Event Name,Event Date,Venue,Ticket Limit,Ticket Limit Info,Segment,Genre,Standard Price Min,Standard Price Max,Product Name,Product Type,City,State,Box Office Information,Open hours,will Call Details,Parking Info,Longitude,Latitude,Average Price,Box Office Phone
G5vbZ9IKLBS9_,Pittsburgh Steelers vs. Arizona Cardinals,2023-12-03,Acrisure Stadium,4,"Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit Section 120 Rows BB-HH are designated as the Family Section. No Alcohol will be permitted in this area.",Sports,Football,50.0,370.0,Not Available,Not Available,Acrisure Stadium,Pennsylvania,(412) 323-1200,Not Available,Must have photo ID and credit card that the tickets were purchased in order to pick up tickets.,There are surface lots and parking garages all around the stadium.,-80.015884,40.446093,210.0,412323-1200
vvG10Z9YHLvz5U,Eagles - The Long Goodbye,2024-01-05,Kia Forum,3,Not Available,Music,Rock,149.5,499.5,Eagles Experience Package,Upsell,Kia Forum,California,Not Available,"Box office Hours: The Kia Forum Box Office is located on the West side (Prairie Avenue side) of the venue. Box Office hours: Open Friday, noon to 6pm and all event days at noon.","Location: Box Office Will Call is only open on days of events. Will Call opens two (2) hours prior to the start of the show and closes (1) hour after the start of the show. Will Call tickets can be picked up on the night of the event only. Customers must have the actual credit card used to place the order, photo ID and their confirmation number. Tickets may not be dropped off or left for other guests.",Parking fees vary per event. Disabled parking is located on all sides of the main Kia Forum lot. Please have your CA State placard available for the attendants.,-118.341868,33.9583,324.5,Not Available
vvG1IZ9tKrGftX,Los Angeles Chargers vs Buffalo Bills,2023-12-23,SoFi Stadium,4,"Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit",Sports,Football,114.0,949.0,Parking - Los Angeles Chargers vs Buffalo Bills,Parking,SoFi Stadium,California,Not Available,Not Available,Not Available,Not Available,-118.343767,33.950529,531.5,Not Available
Z7r9jZ1AdJ91k,LA Clippers vs. Golden State Warriors,2023-12-02,Crypto.com Arena,50,Not Available,Sports,Basketball,0.0,0.0,Not Available,Not Available,Crypto.com Arena,California,Not Available,Not Available,Not Available,Not Available,-118.2649,34.053101,0.0,Not Available
vvG1IZ9tKr2Vnk,Los Angeles Chargers vs Denver Broncos,2023-12-10,SoFi Stadium,4,"Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit",Sports,Football,62.0,575.0,Parking - Los Angeles Chargers vs Denver Broncos,Parking,SoFi Stadium,California,Not Available,Not Available,Not Available,Not Available,-118.343767,33.950529,318.5,Not Available
G5vjZ9VY7uzVA,U2:UV Achtung Baby Live At Sphere - Reserved Seating,2024-01-26,Sphere,4,"This event may include immersive elements such as seat haptics, movement sensations, flashing lights, intense lighting, visual effects, loud noises, and atmospheric simulations. Such elements may aggravate certain medical or physical conditions, and guests should take into consideration these elements, including if they have a history of discomfort or physical symptoms when experiencing them. Visit the Sphere FAQs here and the U2 event page on thespherevegas.com closer to your event date for the latest event information.",Music,Rock,95.0,375.0,Not Available,Not Available,Sphere,Nevada,Not Available,Not Available,Not Available,Not Available,-115.1642896,36.1207267,235.0,Not Available
vvG1VZ9tp98q8X,Miami Dolphins vs. New York Jets,2023-12-17,Hard Rock Stadium,4,"Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit",Sports,Football,155.0,945.0,Not Available,Not Available,Hard Rock Stadium,Florida,(888) FINS-TIX for Miami Dolphins and General Events 1-800-GO-CANES for University of Miami Football 305-341-4701 for the Capital One Orange Bowl For Universoul Circus information 1-800-316-7439,"GENERAL EVENTS Mon-Fri 8:30am-6:00pm Sat 10:00am-4:00pm University of Miami Football: 8:30am-5:00pm, Monday-Friday at Hurricane Ticket Office located at the BankUnited Center on UM Campus","GENERAL EVENTS Location : Gate G Hours : 10am Miami Hurricanes Football : Gate F at the Stadium, 4 hours prior to Kickoff",Location: Miami Dolphins Parking: • Parking Lots 11-18 and Walmart open 4hrs prior to kick-off,-80.238866,25.957928,550.0,305-341-4701
G5vjZ9VY7obVa,U2:UV Achtung Baby Live At Sphere - Reserved Seating,2024-01-27,Sphere,4,"This event may include immersive elements such as seat haptics, movement sensations, flashing lights, intense lighting, visual effects, loud noises, and atmospheric simulations. Such elements may aggravate certain medical or physical conditions, and guests should take into consideration these elements, including if they have a history of discomfort or physical symptoms when experiencing them. Visit the Sphere FAQs here and the U2 event page on thespherevegas.com closer to your event date for the latest event information.",Music,Rock,95.0,375.0,Not Available,Not Available,Sphere,Nevada,Not Available,Not Available,Not Available,Not Available,-115.1642896,36.1207267,235.0,Not Available
Z7r9jZ1AdJ4FF,In-Season Tournament: New Orleans Pelicans at Houston Rockets,2023-11-10,Toyota Center - TX,50,Not Available,Sports,Basketball,0.0,0.0,Not Available,Not Available,Toyota Center,Texas,Not Available,Not Available,Not Available,Not Available,-95.362999,29.759399,0.0,Not Available
Z7r9jZ1AdJ9aE,New Orleans Pelicans vs. Dallas Mavericks,2023-11-12,Smoothie King Center,50,Not Available,Sports,Basketball,0.0,0.0,Not Available,Not Available,Smoothie King Center,Louisiana,Not Available,Not Available,Not Available,Not Available,-90.082802,29.9429,0.0,Not Available
Z7r9jZ1AdJpJZ,Cleveland Cavaliers vs. Los Angeles Lakers,2023-11-25,Rocket Mortgage FieldHouse,50,Not Available,Sports,Basketball,0.0,0.0,Not Available,Not Available,Rocket Mortgage FieldHouse,Ohio,Not Available,Not Available,Not Available,Not Available,-81.671204,41.492401,0.0,Not Available
k7vGF9IszfODg,New York Jets vs. Atlanta Falcons,2023-12-03,MetLife Stadium,2,"Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit https://www.nfl.com/schedules/flexible-scheduling-procedures. Coaches Club:. Located at midfield, the club features all-inclusive upscale food and non-alcoholic beverages. Includes access to a private field-level patio directly behind the Jets bench. MetLife 50 Club: Includes access to the MetLife 50 club featuring all-inclusive upscale food and non-alcoholic beverages and access to the private field-level patio directly behind the opposing team's bench. Mezzanine Clubs: Fans can experience the game from a spacious, climate-controlled club featuring upscale food and beverage options.",Sports,Football,60.0,800.0,New York Jets Parking: Falcons v. Jets,Parking,MetLife Stadium,New Jersey,"Box Office: 201.559.1300, tickets@metlifestadium.com - General Ticket Inquiries - ADA Ticket Inquiries Guest Services: 201.559.1515, info@metlifestadium.com","MetLife Stadium Box Office is open Monday through Friday 11am through 5pm. The Box Office is located in the West VIP lobby. Please park in Lot G, enter through MetLife Gate and into the large glass doors labeled West VIP.","Ticketmaster Will Call may be picked up at any open ticket window. For all events, non-Ticketmaster will call orders may be picked up at the designated will call window. Will call tickets will be available beginning at least 2 hours prior to the scheduled start time for the event.","General Parking Information: * MetLife Stadium Parking Availability: There are approximately 23,000 parking spaces available that are distributed among 14 lots. * There is no street parking available near the stadium. * Parking fees will vary by event. * Accessible parking is available in Lots E, F, & G. Accessible parking is available on a first come / first serve basis. You must have parking pass and state- issued person with disabilities placard or license plate to park in an accessible parking space. Violators will be subject to citation and possible revocation of season or event parking privileges. *Taxi / Black Car, Limousine, and Guest drop offs will be permitted in Lot C. * Bus and R/V Parking is available in Lot L. * All vehicles parking within the stadiums secured parking perimeter are subject to security inspection before being permitted to park. * Hours of Operation will vary per event. For NFL games, parking lots will open 5 hours prior to kickoff. All other events are subject to vary. * Parking passes are valid only for the event or game noted on the pass and for the specific lot. *Please note, all parking information may be amended based on the nature of the event, please contact the stadium at 201-559-1515 or info@metlifestadium.com with any specific questions not addressed above.",-74.074493,40.81359,430.0,Not Available
Z7r9jZ1AdPZAt,Vegas Golden Knights vs. Arizona Coyotes,2023-11-25,T-Mobile Arena,50,Not Available,Sports,Hockey,0.0,0.0,Not Available,Not Available,T,Nevada,Not Available,Not Available,Not Available,Not Available,-115.145103,36.124401,0.0,Not Available
G5v0Z9tnTGVa4,Arizona Cardinals Vs San Francisco 49ers,2023-12-17,State Farm Stadium,4,"Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit",Sports,Football,0.0,0.0,Not Available,Not Available,State Farm Stadium,Arizona,Not Available,Not Available,Not Available,Not Available,-112.262258,33.527308,0.0,Not Available
vvG1YZ9tldQK_D,Dallas Cowboys vs. Washington Commanders,2023-11-23,AT&T Stadium,4,Not Available,Sports,Football,0.0,0.0,PARKING: AT&T Stadium - Dallas Cowboys v Washington Commanders,Parking,AT&T Stadium,Texas,AT&T Stadium Ticket office: (817) 892-5000 AT&T Stadium/Art Tours Ticket Office: (817) 892-8687,"9-5 Monday-Thursday, and 9-4 Friday","Will Call Will Call is available at AT&T Stadium Ticket Office locations at Entry A on the northeast side of the stadium and at Entry F on the southwest side of the stadium. Will Call ticket windows open three (3) hours prior to most events. To claim tickets at Will Call, a photo ID and the credit card used to purchase the tickets must be presented. For Cowboys games, only the account holder of record may pick up tickets. A person other than the account holder may pick up tickets from Will Call provided that they present written and signed authorization from the account holder along with a copy of the account holder's photo ID.","Parking prices will vary by event. PARKING LOT INFORMATION: When purchasing tickets for the following sections we recommend purchasing your parking pass in the following lots: SECTIONS: 136-134, 235-243, 336-343, 443-452 = LOT 4, LOT 10 SECTIONS: 128-135, 228-234, 329-335, 436-443 = LOT 10, LOT 11 SECTIONS: 120-127, 218-227, 318-328, 420-435 = LOT 11, LOT 12, LOT 13 SECTIONS: 111-119, 210-217, 311-317, 413-419 = LOT 12, LOT 11, LOT 13 SECTIONS: 145-150, 244-250, 344-350, 453-460 = LOT 13, LOT 12, LOT 4 SECTIONS: 101-110, 201-209, 301-310, 401-412 = LOT 14, LOT 12, LOT 13 Lots are based on Availability All lots have accessible spaces. For ADA parking, purchase a regular parking pass and display your ADA placard or license plate. Parking Spots are for Vehicles Only Parking spots are for vehicles only. Drive aisles must remain clear at all times. No items (coolers, tents, tables, chairs, etc.) of any kind may be placed on the ground behind, in front of or around parked vehicles. These items are permitted only in designated tailgating spaces. RV/Oversized Vehicle Parking All RVs and oversized vehicles (any vehicle longer than 19 feet) must be parked in Lot 14. All other lots are for standard size vehicles only. An RV/Oversized vehicle parking pass is required. Bus Parking All buses must be parked in Lot 15. All other lots are for standard size vehicles only (Lot 14 is for RVs and oversized vehicles). A Bus parking pass is required. Accessible/Disabled Parking Accessible parking spaces are available in each lot and are issued on a first come/first served basis. You must have a parking pass for that designated lot and a state-issued person with disabilities plate or placard to park in an accessible parking space. Violators will be subject to citation and possible revocation of season parking privileges. Courtesy Shuttle Carts Courtesy shuttle carts will serve each lot and provide transportation for guests with limited mobility or those who need assistance. Passenger Drop-Off Zones There are two passenger drop-off zones at the stadium. One is located on the north side off of Randol Mill Road in Lot 1 and one located on the south side off of Cowboys Way in Lot 6. Limousine Parking Limousines will be able to drop off passengers in Lot 1 and in Lot 6. Limousine parking is available on Randol Mill Road and on Cowboys Way. A limousine parking pass is required. Taxis A taxi stand is located outside the West Plaza near Collins Street and Cowboys Way. Vehicle Security Inspection All vehicles parking within the stadium's secured parking perimeter are subject to a security inspection before being allowed to park. Parking Parking areas are generally open four (4) to five (5) hours prior to Cowboys games. For other lot opening times, visit AT&T Stadium online at http://stadium.dallascowboys.com or call the Guest Services Hotline at (817) 892-4161. For Cowboys games prepaid parking passes are required for access to Cowboys Season Parking lots (non-cash lots). For personalized directions to prepaid and cash parking lots, go to http://www.dallascowboysmaps.com. Parking passes are valid only for the event or game noted on the pass and for the specific lot. All vehicles parked within the stadium security perimeter are subject to a security screening prior to admission to the parking area.",-97.09345578,32.74790427,0.0,817892-5000
k7vGF9thn1_Ai,New York Giants vs. Green Bay Packers,2023-12-11,MetLife Stadium,4,"Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit",Sports,Football,115.0,988.0,Not Available,Not Available,MetLife Stadium,New Jersey,"Box Office: 201.559.1300, tickets@metlifestadium.com - General Ticket Inquiries - ADA Ticket Inquiries Guest Services: 201.559.1515, info@metlifestadium.com","MetLife Stadium Box Office is open Monday through Friday 11am through 5pm. The Box Office is located in the West VIP lobby. Please park in Lot G, enter through MetLife Gate and into the large glass doors labeled West VIP.","Ticketmaster Will Call may be picked up at any open ticket window. For all events, non-Ticketmaster will call orders may be picked up at the designated will call window. Will call tickets will be available beginning at least 2 hours prior to the scheduled start time for the event.","General Parking Information: * MetLife Stadium Parking Availability: There are approximately 23,000 parking spaces available that are distributed among 14 lots. * There is no street parking available near the stadium. * Parking fees will vary by event. * Accessible parking is available in Lots E, F, & G. Accessible parking is available on a first come / first serve basis. You must have parking pass and state- issued person with disabilities placard or license plate to park in an accessible parking space. Violators will be subject to citation and possible revocation of season or event parking privileges. *Taxi / Black Car, Limousine, and Guest drop offs will be permitted in Lot C. * Bus and R/V Parking is available in Lot L. * All vehicles parking within the stadiums secured parking perimeter are subject to security inspection before being permitted to park. * Hours of Operation will vary per event. For NFL games, parking lots will open 5 hours prior to kickoff. All other events are subject to vary. * Parking passes are valid only for the event or game noted on the pass and for the specific lot. *Please note, all parking information may be amended based on the nature of the event, please contact the stadium at 201-559-1515 or info@metlifestadium.com with any specific questions not addressed above.",-74.074493,40.81359,551.5,Not Available
G5vjZ9VY7RzVS,U2:UV Achtung Baby Live At Sphere - Reserved Seating,2024-02-18,Sphere,4,"This event may include immersive elements such as seat haptics, movement sensations, flashing lights, intense lighting, visual effects, loud noises, and atmospheric simulations. Such elements may aggravate certain medical or physical conditions, and guests should take into consideration these elements, including if they have a history of discomfort or physical symptoms when experiencing them. Visit the Sphere FAQs here and the U2 event page on thespherevegas.com closer to your event date for the latest event information.",Music,Rock,95.0,375.0,Not Available,Not Available,Sphere,Nevada,Not Available,Not Available,Not Available,Not Available,-115.1642896,36.1207267,235.0,Not Available
G5eVZ9t328w9Y,Carolina Panthers vs. Green Bay Packers,2023-12-24,Bank of America Stadium,4,"Bank of America Stadium was designed for fans of all ages. Please note that every child over the age of 12 months is required to have a game ticket to enter the stadium. Any child under the age of 12 months admitted without a ticket must share a seat with an accompanying adult. Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit https://www.nfl.com/schedules/flexible-scheduling-procedures",Sports,Football,95.0,1500.0,Not Available,Not Available,Bank of America Stadium,North Carolina,Carolina Panthers box office - (704) 358-7800,Open Mon-Fri 8:30am-5:30pm Opens 2 Hours Prior To Game Time Located at the Southeast corner between South and East Gates,"Open 4 hours prior to game time. Located at box office-southeast corner PLEASE BRING A PICTURE ID, THE ACTUAL CREDIT CARD USED TO PURCHASE THE TICKETS, AND YOUR ORDER NUMBER.",Public and private parking available throughout the uptown Charlotte area. Rates vary according to proximity to the stadium.,-80.852829,35.225789,797.5,704358-7800
vvG1VZ9tp9GW8C,Miami Dolphins vs. Buffalo Bills,2024-01-06,Hard Rock Stadium,4,"Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit",Sports,Football,165.0,1180.0,Not Available,Not Available,Hard Rock Stadium,Florida,(888) FINS-TIX for Miami Dolphins and General Events 1-800-GO-CANES for University of Miami Football 305-341-4701 for the Capital One Orange Bowl For Universoul Circus information 1-800-316-7439,"GENERAL EVENTS Mon-Fri 8:30am-6:00pm Sat 10:00am-4:00pm University of Miami Football: 8:30am-5:00pm, Monday-Friday at Hurricane Ticket Office located at the BankUnited Center on UM Campus","GENERAL EVENTS Location : Gate G Hours : 10am Miami Hurricanes Football : Gate F at the Stadium, 4 hours prior to Kickoff",Location: Miami Dolphins Parking: • Parking Lots 11-18 and Walmart open 4hrs prior to kick-off,-80.238866,25.957928,672.5,305-341-4701
vvG1fZ9tpEHSjq,Indianapolis Colts vs. Tampa Bay Buccaneers,2023-11-26,Lucas Oil Stadium,4,"Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit",Sports,Football,48.0,998.0,Not Available,Not Available,Lucas Oil Stadium,Indiana,Lucas Oil Stadium Ticket Office: (317) 262-3389 Colts Ticket Office (317) 297-7000,Mon-Fri: 9:00am - 5:00pm Sat-Sun: Closed Event Days: Varies by individual event-call box office.,Orders are available for pick up the week of the event Tues-Fri 9am-5pm. Ticket Office is located on the SE corner of the stadium,Parking available around building and in downtown Indianapolis for a fee. Fee varies per event.,-86.163821,39.76007,523.0,317262-3389
G5eFZ9t5A0Gfd,Jacksonville Jaguars vs. Baltimore Ravens,2023-12-17,EverBank Stadium ,4,"Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit",Sports,Football,75.0,888.0,PARKWHIZ EVERBANK STADIUM,Upsell,EverBank Stadium,Florida,(904) 633-2000 - Jacksonville Jaguars,HOURS FOR JACKSONVILLE JAGUARS In Advance: Location - EverBank Stadium Hours - Monday - Friday 9am-5pm. Day Of Show: EverBank Stadium Hours - varies per time of event FOR ALL OTHER EVENTS: Jacksonville Veterans Memorial Stadium opens Mon-Fri 10am-5pm.,"Day Of Show: Location - EverBank Stadium Ticket Office Hours - Varies per time of event The customer must present actual credit card, photo I.D., and Ticketmaster account confirmation number.","Don't have a mobile parking pass? EverBank Stadium lot passes are sold out for the 2023 season but there are various lots available on game day within walking distance of the stadium. Please note that guests without mobile parking passes will not be granted access to the EverBank Stadium parking lots. Additional parking locations we recommend include Tailgaters Parking Lot, 225 Talleyrand Ave, Sports Complex Garage, 500 A Phillip Randolph Blvd, Arena Garage, 999 E. Adams Street, Old Cypress Parking, 1746 E. Adams Street",-81.637357,30.323887,481.5,904633-2000
vvG1jZ9t3-NvPe,Green Bay Packers vs. Tampa Bay Buccaneers,2023-12-17,Lambeau Field,4,"Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit",Sports,Football,93.0,451.0,Not Available,Not Available,Lambeau Field,Wisconsin,(920) 569-7501,Monday - Friday 9am-5pm,"Will Call and ticket windows are located on the northeast side of the stadium, adjacent to the Lambeau Field Atrium.",Parking is available in the Lambeau Field lot for events other than Packers season home games. There are two parking areas available for people with disabilities. One is accessible off Lombardi Ave. and the other off Valley View Road on the west side of Lambeau Field.,-88.0622376,44.5012386,272.0,920569-7501
G5dIZ9twBEfLh,Houston Texans vs. Denver Broncos,2023-12-03,NRG Stadium,4,Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season. All children over the age of 2 will need a game ticket.,Sports,Football,66.0,485.0,PARKING: NRG Stadium - Houston Texans v Broncos,Parking,NRG Stadium,Texas,For NRG Stadium information 832-667-1400.,Monday-Friday 10am-5pm Saturday 10am-2pm. Hours subject to change.,"TO PICK UP Will Call -- you must present your confirmation number, a picture ID and the credit card used to purchase your tickets. You must wait 48 hours after ordering to pick up your tickets.",Price per car varies per event. Buses and oversized vehicles are more.,-95.410875,29.684885,275.5,832-667-1400
G5vjZ9VY7cIVR,U2:UV Achtung Baby Live At Sphere - Reserved Seating,2024-02-17,Sphere,4,"This event may include immersive elements such as seat haptics, movement sensations, flashing lights, intense lighting, visual effects, loud noises, and atmospheric simulations. Such elements may aggravate certain medical or physical conditions, and guests should take into consideration these elements, including if they have a history of discomfort or physical symptoms when experiencing them. Visit the Sphere FAQs here and the U2 event page on thespherevegas.com closer to your event date for the latest event information.",Music,Rock,95.0,375.0,Not Available,Not Available,Sphere,Nevada,Not Available,Not Available,Not Available,Not Available,-115.1642896,36.1207267,235.0,Not Available
G5v0Z9Yc3g8yZ,In Season Tournament: Phoenix Suns vs. Los Angeles Lakers,2023-11-10,Footprint Center,4,"Footprint Center is now a cashless environment. Please plan on using Visa, Mastercard, American Express or Discover during your visit. Don't have a credit/debit card? Convert cash into a preloaded Mastercard by visiting one of our reverse ATMs located near the Ticket Office or Section 218! When you purchase a ticket to a Footprint Center event, you can ride the Valley Metro Light Rail at no cost for four (4) hours prior to the event through the end of the transit day. With an increased focus on secure, contactless entry, mobile tickets will be required. All tickets will be delivered electronically with no exceptions, therefore will call is no longer available. All tickets are available via the Ticketmaster app or the Suns-Mercury-Footprint Center app. Standard ticket limit is six (6). Presales and first day of general on sale ticket limit is four (4). To purchase more tickets, please call 602.379.SUNS to find out about group tickets.",Sports,Basketball,139.0,6750.0,PARKWHIZ FOOTPRINT CENTER,Upsell,Footprint Center,Arizona,Northwest side of Footprint Center in the Pavilion.(602)379-7800 Suns Game Nights call (602)379-7867,"The Footprint Center ticket office will be open at 3pm on weekday events and three (3) hours prior to event time for weekends. For any further questions or ticket inquiries, please reach out to feedback@suns.com or call the Footprint Center ticket office at (602) 379-7800.","The WILL CALL windows open two hours prior to events and are located on the Northwest side of the building in the Pavilion. WILL CALL PICK-UP: The Footprint Center requires that customers picking up WILL CALL tickets furnish the following: 1) PICTURE IDENTIFICATION THAT MATCHES THE PICK-UP NAME 2) CONFIRMATION NUMBER THAT MATCHES THE CUSTOMER ACCOUNT ALTERNATE WILL CALL PICK-UP: If another person, other than the person ordering and paying for the tickets, is picking up a WILL CALL order, the ALTERNATE PICK-UP name MUST be on the account. To get the alternate pick-up name noted on the account, the original purchaser MUST contact Ticketmaster at (1-800-745-3000), ask for customer service to verify account information and request alternate pick-up.",Adjacent parking structure at 1st and Madison. Many other parking lots and structures within a 10 minute walk of Footprint Center. Prices vary by event. Parking and Direction hotline (602)514-8472,-112.071313,33.445899,3444.5,Not Available
vvG10Z9VQgqwpy,Eagles - The Long Goodbye,2024-01-12,Kia Forum,3,Not Available,Music,Rock,149.5,499.5,Eagles Experience Package,Upsell,Kia Forum,California,Not Available,"Box office Hours: The Kia Forum Box Office is located on the West side (Prairie Avenue side) of the venue. Box Office hours: Open Friday, noon to 6pm and all event days at noon.","Location: Box Office Will Call is only open on days of events. Will Call opens two (2) hours prior to the start of the show and closes (1) hour after the start of the show. Will Call tickets can be picked up on the night of the event only. Customers must have the actual credit card used to place the order, photo ID and their confirmation number. Tickets may not be dropped off or left for other guests.",Parking fees vary per event. Disabled parking is located on all sides of the main Kia Forum lot. Please have your CA State placard available for the attendants.,-118.341868,33.9583,324.5,Not Available
G5vjZ9VY7jzV9,U2:UV Achtung Baby Live At Sphere - Reserved Seating,2024-02-03,Sphere,4,"This event may include immersive elements such as seat haptics, movement sensations, flashing lights, intense lighting, visual effects, loud noises, and atmospheric simulations. Such elements may aggravate certain medical or physical conditions, and guests should take into consideration these elements, including if they have a history of discomfort or physical symptoms when experiencing them. Visit the Sphere FAQs here and the U2 event page on thespherevegas.com closer to your event date for the latest event information.",Music,Rock,95.0,375.0,Not Available,Not Available,Sphere,Nevada,Not Available,Not Available,Not Available,Not Available,-115.1642896,36.1207267,235.0,Not Available
G5dIZ9twBPfL1,Houston Texans vs. Arizona Cardinals,2023-11-19,NRG Stadium,4,Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season. All children over the age of 2 will need a game ticket.,Sports,Football,60.0,430.0,PARKING: NRG Stadium - Houston Texans v Cardinals,Parking,NRG Stadium,Texas,For NRG Stadium information 832-667-1400.,Monday-Friday 10am-5pm Saturday 10am-2pm. Hours subject to change.,"TO PICK UP Will Call -- you must present your confirmation number, a picture ID and the credit card used to purchase your tickets. You must wait 48 hours after ordering to pick up your tickets.",Price per car varies per event. Buses and oversized vehicles are more.,-95.410875,29.684885,245.0,832-667-1400
G5vjZ9n9ijIsN,U2:UV Achtung Baby Live At Sphere - General Admission Floor,2023-12-16,Sphere,4,"This event may include immersive elements such as seat haptics, movement sensations, flashing lights, intense lighting, visual effects, loud noises, and atmospheric simulations. Such elements may aggravate certain medical or physical conditions, and guests should take into consideration these elements, including if they have a history of discomfort or physical symptoms when experiencing them. Visit the Sphere FAQs here and the U2 event page on thespherevegas.com closer to your event date for the latest event information. There is currently a delivery delay on this event. Delay will lift before the date of the show.",Music,Rock,140.13,501.35,Not Available,Not Available,Sphere,Nevada,Not Available,Not Available,Not Available,Not Available,-115.1642896,36.1207267,320.74,Not Available
G5eFZ9t5AtjfL,Jacksonville Jaguars vs. Tennessee Titans,2023-11-19,EverBank Stadium ,4,Not Available,Sports,Football,59.0,888.0,PARKWHIZ EVERBANK STADIUM,Upsell,EverBank Stadium,Florida,(904) 633-2000 - Jacksonville Jaguars,HOURS FOR JACKSONVILLE JAGUARS In Advance: Location - EverBank Stadium Hours - Monday - Friday 9am-5pm. Day Of Show: EverBank Stadium Hours - varies per time of event FOR ALL OTHER EVENTS: Jacksonville Veterans Memorial Stadium opens Mon-Fri 10am-5pm.,"Day Of Show: Location - EverBank Stadium Ticket Office Hours - Varies per time of event The customer must present actual credit card, photo I.D., and Ticketmaster account confirmation number.","Don't have a mobile parking pass? EverBank Stadium lot passes are sold out for the 2023 season but there are various lots available on game day within walking distance of the stadium. Please note that guests without mobile parking passes will not be granted access to the EverBank Stadium parking lots. Additional parking locations we recommend include Tailgaters Parking Lot, 225 Talleyrand Ave, Sports Complex Garage, 500 A Phillip Randolph Blvd, Arena Garage, 999 E. Adams Street, Old Cypress Parking, 1746 E. Adams Street",-81.637357,30.323887,473.5,904633-2000
